example_id,sentence,source_text,source_norm,source_type,relation,target_text,target_norm,target_type
933,Donepezil is a cholinesterase inhibitor used extensively to treat Alzheimer's disease .,cholinesterase inhibitor,cholinesterase inhibitor,drug,treatment_for,Alzheimer's disease,alzheimer's disease,disease
934,"The increased cholinergic activity is associated with adverse effects , therefore gastrointestinal symptoms , including nausea , vomiting , and diarrhea , are common .",cholinergic activity,cholinergic activity,other,associated_with,adverse effects,adverse effects,other
934,"The increased cholinergic activity is associated with adverse effects , therefore gastrointestinal symptoms , including nausea , vomiting , and diarrhea , are common .",nausea,nausea,disease,hyponym_of,gastrointestinal symptoms,gastrointestinal symptoms,disease
934,"The increased cholinergic activity is associated with adverse effects , therefore gastrointestinal symptoms , including nausea , vomiting , and diarrhea , are common .",vomiting,vomiting,disease,hyponym_of,gastrointestinal symptoms,gastrointestinal symptoms,disease
934,"The increased cholinergic activity is associated with adverse effects , therefore gastrointestinal symptoms , including nausea , vomiting , and diarrhea , are common .",diarrhea,diarrhea,disease,hyponym_of,gastrointestinal symptoms,gastrointestinal symptoms,disease
937,"Herein , we report a case of hypokalemia developed after the initiation of donepezil therapy for cognitive impairment .",donepezil,donepezil,drug,treatment_for,cognitive impairment,cognitive impairment,disease
938,Enzyme-digested Colla Corii Asini ( E'jiao ) prevents hydrogen peroxide-induced cell death and accelerates amyloid beta clearance in neuronal-like PC12 cells .,E'jiao,e'jiao,drug,abbreviation_for,Colla Corii Asini,colla corii asini,gene
939,"As an aging-associated degenerative disease , Alzheimer's disease is characterized by the deposition of amyloid beta ( Abeta ) , oxidative stress , inflammation , dysfunction and loss of cholinergic neurons .",deposition of amyloid beta,deposition of amyloid beta,other,characteristic_of,Alzheimer's disease,alzheimer's disease,disease
939,"As an aging-associated degenerative disease , Alzheimer's disease is characterized by the deposition of amyloid beta ( Abeta ) , oxidative stress , inflammation , dysfunction and loss of cholinergic neurons .",deposition of amyloid beta ( Abeta ),deposition of amyloid beta ( abeta ),other,characteristic_of,Alzheimer's disease,alzheimer's disease,disease
939,"As an aging-associated degenerative disease , Alzheimer's disease is characterized by the deposition of amyloid beta ( Abeta ) , oxidative stress , inflammation , dysfunction and loss of cholinergic neurons .",amyloid beta,amyloid beta,gene,characteristic_of,Alzheimer's disease,alzheimer's disease,disease
939,"As an aging-associated degenerative disease , Alzheimer's disease is characterized by the deposition of amyloid beta ( Abeta ) , oxidative stress , inflammation , dysfunction and loss of cholinergic neurons .",Abeta,abeta,gene,abbreviation_for,amyloid beta,amyloid beta,gene
939,"As an aging-associated degenerative disease , Alzheimer's disease is characterized by the deposition of amyloid beta ( Abeta ) , oxidative stress , inflammation , dysfunction and loss of cholinergic neurons .",oxidative stress,oxidative stress,disease,characteristic_of,Alzheimer's disease,alzheimer's disease,disease
939,"As an aging-associated degenerative disease , Alzheimer's disease is characterized by the deposition of amyloid beta ( Abeta ) , oxidative stress , inflammation , dysfunction and loss of cholinergic neurons .",inflammation,inflammation,disease,characteristic_of,Alzheimer's disease,alzheimer's disease,disease
939,"As an aging-associated degenerative disease , Alzheimer's disease is characterized by the deposition of amyloid beta ( Abeta ) , oxidative stress , inflammation , dysfunction and loss of cholinergic neurons .",dysfunction,dysfunction,disease,characteristic_of,Alzheimer's disease,alzheimer's disease,disease
939,"As an aging-associated degenerative disease , Alzheimer's disease is characterized by the deposition of amyloid beta ( Abeta ) , oxidative stress , inflammation , dysfunction and loss of cholinergic neurons .",loss of cholinergic neurons,loss of cholinergic neurons,disease,characteristic_of,Alzheimer's disease,alzheimer's disease,disease
940,Colla Corii Asini ( CCA ) is a traditional Chinese medicine which has been used for feebleness-related diseases and anti-aging .,Colla Corii Asini,colla corii asini,drug,treatment_for,feebleness-related diseases,feebleness-related diseases,disease
940,Colla Corii Asini ( CCA ) is a traditional Chinese medicine which has been used for feebleness-related diseases and anti-aging .,CCA,cca,disease,abbreviation_for,Colla Corii Asini,colla corii asini,drug
942,"In the present study , we evaluated antioxidant activity , cytoprotective effects , and Abeta removability of enzyme-digested Colla Corii Asini ( CCAD ) .",CCAD,ccad,gene,abbreviation_for,Colla Corii Asini,colla corii asini,gene
943,"Oxygen radical absorbance capacity ( ORAC ) activity assay showed that , as compared to gelatins from the skin of porcine , bovine and cold water fish , CCA exhibited the highest ORAC activity .",ORAC,orac,other,abbreviation_for,Oxygen radical absorbance capacity,oxygen radical absorbance capacity,other
946,We further tested the protective effects of CCAD ( manufactured in 2008 ) and enzyme-digested gelatin from cold water fish skin ( FGD ) on hydrogen peroxide ( H2O2 ) - induced cell death in nerve growth factor-differentiated neuronal-like PC12 cells .,FGD,fgd,other,abbreviation_for,cold water fish skin,cold water fish skin,other
946,We further tested the protective effects of CCAD ( manufactured in 2008 ) and enzyme-digested gelatin from cold water fish skin ( FGD ) on hydrogen peroxide ( H2O2 ) - induced cell death in nerve growth factor-differentiated neuronal-like PC12 cells .,H2O2,h2o2,drug,abbreviation_for,hydrogen peroxide,hydrogen peroxide,drug
949,"Acetylcholinesterase ( AchE ) assay showed that both FGD and CCAD inhibited AchE activity in nerve growth factor-differentiated neuronal-like PC12 cells to 89 . 1 % and 74 . 5 % of that in non-treated cells , respectively .",AchE,ache,gene,abbreviation_for,Acetylcholinesterase,acetylcholinesterase,gene
953,Our results suggest that CCA might be useful for preventing and treating Alzheimer's disease .,CCA,cca,method,treatment_for,Alzheimer's disease,alzheimer's disease,disease
955,"Neurological dementias such as Alzheimer's disease and Lewy body dementia are thought to be caused in part by the formation and deposition of characteristic insoluble fibrils of polypeptides such as amyloid beta ( Abeta ) , Tau , and / or alpha-synuclein ( alphaSyn ) .",Alzheimer's disease,alzheimer's disease,disease,hyponym_of,Neurological dementias,neurological dementias,disease
955,"Neurological dementias such as Alzheimer's disease and Lewy body dementia are thought to be caused in part by the formation and deposition of characteristic insoluble fibrils of polypeptides such as amyloid beta ( Abeta ) , Tau , and / or alpha-synuclein ( alphaSyn ) .",Lewy body dementia,lewy body dementia,disease,hyponym_of,Neurological dementias,neurological dementias,disease
955,"Neurological dementias such as Alzheimer's disease and Lewy body dementia are thought to be caused in part by the formation and deposition of characteristic insoluble fibrils of polypeptides such as amyloid beta ( Abeta ) , Tau , and / or alpha-synuclein ( alphaSyn ) .",Abeta,abeta,gene,abbreviation_for,amyloid beta,amyloid beta,gene
955,"Neurological dementias such as Alzheimer's disease and Lewy body dementia are thought to be caused in part by the formation and deposition of characteristic insoluble fibrils of polypeptides such as amyloid beta ( Abeta ) , Tau , and / or alpha-synuclein ( alphaSyn ) .",alphaSyn,alphasyn,gene,abbreviation_for,alpha-synuclein,alpha-synuclein,gene
957,"In this report , we investigated the effects of spearmint extract ( SME ) and rosmarinic acid ( RA ; the major component of SME ) on the amyloid fibril formation reactions of alphaSyn , Abeta , and Tau proteins in vitro .",SME,sme,method,abbreviation_for,spearmint extract,spearmint extract,drug
957,"In this report , we investigated the effects of spearmint extract ( SME ) and rosmarinic acid ( RA ; the major component of SME ) on the amyloid fibril formation reactions of alphaSyn , Abeta , and Tau proteins in vitro .",RA,ra,drug,abbreviation_for,rosmarinic acid,rosmarinic acid,drug
958,SME or RA was added to soluble samples of each protein and the formation of fibrils was monitored by thioflavin T ( ThioT ) binding assays and transmission electron microscopy ( TEM ) .,TEM,tem,method,abbreviation_for,transmission electron microscopy,transmission electron microscopy,method
963,Tacrine was initially synthesised in 1945 as part of a project seeking antibacterial drugs to treat infected wounds in soldiers .,Tacrine,tacrine,drug,treatment_for,infected wounds,infected wounds,disease
963,Tacrine was initially synthesised in 1945 as part of a project seeking antibacterial drugs to treat infected wounds in soldiers .,antibacterial drugs,antibacterial drugs,drug,treatment_for,infected wounds,infected wounds,disease
966,Subsequent studies showed that tacrine was an acetylcholinesterase inhibitor .,tacrine,tacrine,drug,hyponym_of,acetylcholinesterase,acetylcholinesterase,gene
968,Tacrine was also used alone for treating acute anticholinergic syndrome in the 1980s .,Tacrine,tacrine,drug,treatment_for,anticholinergic syndrome,anticholinergic syndrome,disease
968,Tacrine was also used alone for treating acute anticholinergic syndrome in the 1980s .,Tacrine,tacrine,drug,treatment_for,acute anticholinergic syndrome,acute anticholinergic syndrome,disease
973,"In particular , the role of phase transitions in the assembly of large , complex ribonucleoprotein ( RNP ) granules has become appreciated as an important regulator of RNA metabolism .",RNP,rnp,gene,abbreviation_for,ribonucleoprotein,ribonucleoprotein,gene
974,"In parallel , genetic , histopathological and cell and molecular studies have provided evidence that disturbance of phase transitions is an important driver of neurological diseases , notably amyotrophic lateral sclerosis ( ALS ) , but most likely also other diseases .",amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,disease,hyponym_of,neurological diseases,neurological diseases,disease
974,"In parallel , genetic , histopathological and cell and molecular studies have provided evidence that disturbance of phase transitions is an important driver of neurological diseases , notably amyotrophic lateral sclerosis ( ALS ) , but most likely also other diseases .",ALS,als,disease,abbreviation_for,amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,disease
977,"Additionally , we review evidence that implicates aberrant phase transitions as a contributing factor to a larger set of neurodegenerative diseases , including frontotemporal dementia , certain repeat expansion diseases and Alzheimer disease .",frontotemporal dementia,frontotemporal dementia,disease,hyponym_of,neurodegenerative diseases,neurodegenerative diseases,disease
977,"Additionally , we review evidence that implicates aberrant phase transitions as a contributing factor to a larger set of neurodegenerative diseases , including frontotemporal dementia , certain repeat expansion diseases and Alzheimer disease .",Alzheimer disease,alzheimer disease,disease,hyponym_of,neurodegenerative diseases,neurodegenerative diseases,disease
979,The Alzheimer's disease ( AD ) - related peptide amyloid-beta ( Abeta ) has a propensity to aggregate into various assemblies including toxic soluble Abeta protofibrils .,AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
988,"BACKGROUND : Preclinical Alzheimer's disease ( AD ) clinical trials require participants to enroll with a study partner , a person who can attend visits and report changes in the participant's cognitive ability .",AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
991,METHODS : We assessed participant and study partner Everyday Cognition ( ECog ) scores and participant Alzheimer's Disease Assessment Scale 13-item cognitive subscale ( ADAS13 ) data from 335 cognitively normal participant-partner dyads in the AD Neuroimaging Initiative .,ECog,ecog,other,abbreviation_for,Everyday Cognition,everyday cognition,other
991,METHODS : We assessed participant and study partner Everyday Cognition ( ECog ) scores and participant Alzheimer's Disease Assessment Scale 13-item cognitive subscale ( ADAS13 ) data from 335 cognitively normal participant-partner dyads in the AD Neuroimaging Initiative .,ADAS13,adas13,method,abbreviation_for,Alzheimer's Disease Assessment Scale 13-item cognitive subscale,alzheimer's disease assessment scale 13-item cognitive subscale,method
992,We used random forest and linear mixed effects ( LME ) models to predict ADAS13 scores as a function of participant and / or study partner ECog scores over time .,LME,lme,method,abbreviation_for,random forest and linear mixed effects,random forest and linear mixed effects,method
997,"In cross-sectional models , study partner eMVI was twice as large as participant eMVI at 12 months ( eMVI = 0 . 20 , 95 % CB 0 . 19 , 0 . 21 for partner ; eMVI = 0 . 09 , 95 % CB 0 . 09 , 0 . 10 for participant ) and three times as large at 48 months ( eMVI = 0 . 38 , 95 % CB 0 . 36 , 0 . 39 for partner ; eMVI = 0 . 13 , 95 % CB 0 . 12 , 0 . 14 for participant ) .",eMVI,emvi,gene,associated_with,eMVI,emvi,gene
1002,"Amyloid-beta ( Abeta ) peptides can be aggregated into beta-sheet rich fibrils or plaques and deposited on the extracellular matrix of brain tissues , which is a hallmark of Alzheimer's disease .",Abeta,abeta,gene,abbreviation_for,Amyloid-beta,amyloid-beta,gene
1004,"Recently , 4 - ( 2-Hydroxyethyl ) - 1-piperazinepropanesulfonic acid ( EPPS ) has emerged as a promising drug candidates for elimination of toxic Abeta aggregates .",EPPS,epps,drug,abbreviation_for,4 - ( 2-Hydroxyethyl ) - 1-piperazinepropanesulfonic acid,4 - ( 2-hydroxyethyl ) - 1-piperazinepropanesulfonic acid,drug
1014,"The most common are the behavioral variant of frontotemporal dementia ( bvFTD ) and the frontal variant of Alzheimer's disease ( fvAD ) , which are particularly challenging to disentangle .",bvFTD,bvftd,disease,abbreviation_for,frontotemporal dementia,frontotemporal dementia,disease
1020,OBJECTIVE : This study investigated whether patients with mild to moderately severe dementia or possible Alzheimer's disease ( AD ) with Mini-Mental State Exam ( MMSE ) Baseline scores of 10-24 would improve when treated with near-infrared photobiomodulation ( PBM ) therapy .,AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
1020,OBJECTIVE : This study investigated whether patients with mild to moderately severe dementia or possible Alzheimer's disease ( AD ) with Mini-Mental State Exam ( MMSE ) Baseline scores of 10-24 would improve when treated with near-infrared photobiomodulation ( PBM ) therapy .,MMSE,mmse,method,abbreviation_for,Mini-Mental State Exam,mini-mental state exam,method
1020,OBJECTIVE : This study investigated whether patients with mild to moderately severe dementia or possible Alzheimer's disease ( AD ) with Mini-Mental State Exam ( MMSE ) Baseline scores of 10-24 would improve when treated with near-infrared photobiomodulation ( PBM ) therapy .,PBM,pbm,method,abbreviation_for,near-infrared photobiomodulation,near-infrared photobiomodulation,method
1022,"Dysregulation of the brain's default mode network ( DMN ) has been associated with AD , presenting the DMN as an identifiable target for PBM .",Dysregulation of the brain's default mode network,dysregulation of the brain's default mode network,disease,associated_with,AD,ad,disease
1022,"Dysregulation of the brain's default mode network ( DMN ) has been associated with AD , presenting the DMN as an identifiable target for PBM .",DMN,dmn,disease,abbreviation_for,Dysregulation of the brain's default mode network,dysregulation of the brain's default mode network,disease
1025,Patients were assessed with the MMSE and Alzheimer's Disease Assessment Scale ( ADAS-cog ) tests .,ADAS-cog,adas-cog,method,abbreviation_for,Alzheimer's Disease Assessment Scale,alzheimer's disease assessment scale,method
1034,"Efficacy and safety profile of memantine in patients with cognitive impairment in multiple sclerosis : A randomized , placebo-controlled study .",memantine,memantine,drug,treatment_for,cognitive impairment,cognitive impairment,disease
1035,"UNLABELLED : Memantine , an uncompetitive antagonist of N-methyl-D-aspartate ( NMDA ) - type glutamate receptors that was approved for the treatment of moderate to severe Alzheimer's disease , has been negatively evaluated for the treatment of cognitive disorders of multiple sclerosis , but these studies were conducted only during short-term administration and on a heterogeneous group of patients with different forms of the disease .",Memantine,memantine,drug,treatment_for,Alzheimer's disease,alzheimer's disease,disease
1035,"UNLABELLED : Memantine , an uncompetitive antagonist of N-methyl-D-aspartate ( NMDA ) - type glutamate receptors that was approved for the treatment of moderate to severe Alzheimer's disease , has been negatively evaluated for the treatment of cognitive disorders of multiple sclerosis , but these studies were conducted only during short-term administration and on a heterogeneous group of patients with different forms of the disease .",NMDA,nmda,drug,abbreviation_for,N-methyl-D-aspartate,n-methyl-d-aspartate,drug
1037,"AIMS : The purpose of the "" EMERITE "" ( NCT01074619 ) study was to examine the efficacy and safety of the long-term administration of memantine as a symptomatic treatment for cognitive disorders in patients with relapsing-remitting multiple sclerosis ( RR-MS ) .",memantine,memantine,drug,treatment_for,cognitive disorders,cognitive disorders,disease
1042,The primary outcome was the Paced Auditory Serial Addition Test ( PASAT ) score at week 52 .,PASAT,pasat,method,abbreviation_for,Paced Auditory Serial Addition Test,paced auditory serial addition test,method
1048,The intent-to-treat ( ITT ) population included 31 patients in each group .,ITT,itt,method,abbreviation_for,intent-to-treat,intent-to-treat,method
1057,OBJECTIVE : To determine the association between the polymorphism of angiotensin converting enzyme ( ACE ) gene and Alzheimer's disease ( AD ) .,angiotensin converting enzyme,angiotensin converting enzyme,gene,associated_with,Alzheimer's disease,alzheimer's disease,disease
1057,OBJECTIVE : To determine the association between the polymorphism of angiotensin converting enzyme ( ACE ) gene and Alzheimer's disease ( AD ) .,ACE,ace,gene,abbreviation_for,angiotensin converting enzyme,angiotensin converting enzyme,gene
1057,OBJECTIVE : To determine the association between the polymorphism of angiotensin converting enzyme ( ACE ) gene and Alzheimer's disease ( AD ) .,AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
1058,METHODS : This case-control study involved 201 AD patients and 257 healthy subjects matched for age and gender as the control group .,case-control study,case-control study,method,help_diagnose,AD,ad,disease
1064,"Haplotype analysis confirmed the existence of 5 haplotypes , namely ATA , ACA , TCA , TCG and TTG , indicating a negative correlation between haplotype ATA and AD occurrence ( OR = 0 . 558 , 95 % CI = 0 . 420-0 . 741 , P < 0 . 05 ) and positive correlations of haplotype ACA and TCA with AD occurrence ( ACA : OR = 4 . 883 , 95 % CI = 2 . 267-10 . 518 , P < 0 . 05 ; TCA : OR = 2 . 269 , 95 % CI = 1 . 083-4 . 754 , P < 0 . 05 ) .",ATA,ata,disease,associated_with,AD,ad,disease
1066,"Polymorphisms of s4309 and rs4343 may be related to AD , and ATA , ACA and TCA haplotypes composed of rs4291 / rs4309 / rs4343 may be related to AD .",s4309,s4309,mutation,associated_with,AD,ad,disease
1066,"Polymorphisms of s4309 and rs4343 may be related to AD , and ATA , ACA and TCA haplotypes composed of rs4291 / rs4309 / rs4343 may be related to AD .",s4309,s4309,mutation,associated_with,AD,ad,disease
1066,"Polymorphisms of s4309 and rs4343 may be related to AD , and ATA , ACA and TCA haplotypes composed of rs4291 / rs4309 / rs4343 may be related to AD .",rs4343,rs4343,mutation,associated_with,AD,ad,disease
1066,"Polymorphisms of s4309 and rs4343 may be related to AD , and ATA , ACA and TCA haplotypes composed of rs4291 / rs4309 / rs4343 may be related to AD .",rs4343,rs4343,mutation,associated_with,AD,ad,disease
1068,BACKGROUND : Alzheimer's disease represents one of the main neurological disorders in the aging population .,Alzheimer's disease,alzheimer's disease,disease,hyponym_of,neurological disorders,neurological disorders,disease
1081,CONCLUSION : The extract of C . sinica and alpha-viniferin as one of its bioactive constituents might serve as novel therapeutic options for treating Alzheimer's disease by increasing ADAM10 gene expression .,C . sinica,c . sinica,drug,treatment_for,Alzheimer's disease,alzheimer's disease,disease
1081,CONCLUSION : The extract of C . sinica and alpha-viniferin as one of its bioactive constituents might serve as novel therapeutic options for treating Alzheimer's disease by increasing ADAM10 gene expression .,alpha-viniferin,alpha-viniferin,gene,treatment_for,Alzheimer's disease,alzheimer's disease,disease
1081,CONCLUSION : The extract of C . sinica and alpha-viniferin as one of its bioactive constituents might serve as novel therapeutic options for treating Alzheimer's disease by increasing ADAM10 gene expression .,ADAM10 gene,adam10 gene,gene,treatment_for,Alzheimer's disease,alzheimer's disease,disease
1084,"Neuronal degeneration associated with Alzheimer's disease ( AD ) , is linked to impaired calcium homeostasis and to changes in calcium-binding proteins ( CBPs ) .",Neuronal degeneration,neuronal degeneration,disease,associated_with,Alzheimer's disease,alzheimer's disease,disease
1084,"Neuronal degeneration associated with Alzheimer's disease ( AD ) , is linked to impaired calcium homeostasis and to changes in calcium-binding proteins ( CBPs ) .",Neuronal degeneration,neuronal degeneration,disease,associated_with,calcium-binding proteins,calcium-binding proteins,gene
1084,"Neuronal degeneration associated with Alzheimer's disease ( AD ) , is linked to impaired calcium homeostasis and to changes in calcium-binding proteins ( CBPs ) .",Neuronal degeneration,neuronal degeneration,disease,associated_with,impaired calcium homeostasis,impaired calcium homeostasis,other
1084,"Neuronal degeneration associated with Alzheimer's disease ( AD ) , is linked to impaired calcium homeostasis and to changes in calcium-binding proteins ( CBPs ) .",AD,ad,disease,abbreviation_for,Alzheimer's disease,alzheimer's disease,disease
1084,"Neuronal degeneration associated with Alzheimer's disease ( AD ) , is linked to impaired calcium homeostasis and to changes in calcium-binding proteins ( CBPs ) .",CBPs,cbps,gene,abbreviation_for,calcium-binding proteins,calcium-binding proteins,gene
1085,The AD-related modification of neuronal CBPs remains controversial . Here we analysed the presence and expression of calretinin ( CR ) and parvalbumin ( PV ) in the hippocampal CA1 neurones of 18 months old 3xTg-AD mice compared to non-Tg animals .,CR,cr,drug,abbreviation_for,calretinin,calretinin,drug
1085,The AD-related modification of neuronal CBPs remains controversial . Here we analysed the presence and expression of calretinin ( CR ) and parvalbumin ( PV ) in the hippocampal CA1 neurones of 18 months old 3xTg-AD mice compared to non-Tg animals .,PV,pv,drug,abbreviation_for,parvalbumin,parvalbumin,drug
1096,"SMEAF had remarkable enzyme inhibitory effects against phosphodiesterase-5 ( PDE-5 ) , arginase , angiotensin I-converting enzyme ( ACE ) , cholinesterase , monoamine oxidase A ( MAO ) , ecto-5 ' nucleotidase ( E-NTDase ) , tyrosinase , and stimulated sodium-potassium ATPase ( Na + / K + - ATPase ) activities .",PDE-5,pde-5,gene,abbreviation_for,phosphodiesterase-5,phosphodiesterase-5,gene
1096,"SMEAF had remarkable enzyme inhibitory effects against phosphodiesterase-5 ( PDE-5 ) , arginase , angiotensin I-converting enzyme ( ACE ) , cholinesterase , monoamine oxidase A ( MAO ) , ecto-5 ' nucleotidase ( E-NTDase ) , tyrosinase , and stimulated sodium-potassium ATPase ( Na + / K + - ATPase ) activities .",ACE,ace,gene,abbreviation_for,angiotensin I-converting enzyme,angiotensin i-converting enzyme,gene
1096,"SMEAF had remarkable enzyme inhibitory effects against phosphodiesterase-5 ( PDE-5 ) , arginase , angiotensin I-converting enzyme ( ACE ) , cholinesterase , monoamine oxidase A ( MAO ) , ecto-5 ' nucleotidase ( E-NTDase ) , tyrosinase , and stimulated sodium-potassium ATPase ( Na + / K + - ATPase ) activities .",MAO,mao,gene,abbreviation_for,monoamine oxidase A,monoamine oxidase a,gene
1096,"SMEAF had remarkable enzyme inhibitory effects against phosphodiesterase-5 ( PDE-5 ) , arginase , angiotensin I-converting enzyme ( ACE ) , cholinesterase , monoamine oxidase A ( MAO ) , ecto-5 ' nucleotidase ( E-NTDase ) , tyrosinase , and stimulated sodium-potassium ATPase ( Na + / K + - ATPase ) activities .",E-NTDase,e-ntdase,gene,abbreviation_for,ecto-5 ' nucleotidase,ecto-5 ' nucleotidase,gene
1102,"Chronic cerebral hypoperfusion ( CCH ) is strongly correlated with progressive cognitive decline in neurological diseases , such as vascular dementia ( VaD ) and Alzheimer's disease .",Chronic cerebral hypoperfusion,chronic cerebral hypoperfusion,disease,associated_with,cognitive decline,cognitive decline,disease
1102,"Chronic cerebral hypoperfusion ( CCH ) is strongly correlated with progressive cognitive decline in neurological diseases , such as vascular dementia ( VaD ) and Alzheimer's disease .",Chronic cerebral hypoperfusion,chronic cerebral hypoperfusion,disease,associated_with,neurological diseases,neurological diseases,disease
1102,"Chronic cerebral hypoperfusion ( CCH ) is strongly correlated with progressive cognitive decline in neurological diseases , such as vascular dementia ( VaD ) and Alzheimer's disease .",Chronic cerebral hypoperfusion,chronic cerebral hypoperfusion,disease,associated_with,vascular dementia,vascular dementia,disease
1102,"Chronic cerebral hypoperfusion ( CCH ) is strongly correlated with progressive cognitive decline in neurological diseases , such as vascular dementia ( VaD ) and Alzheimer's disease .",Chronic cerebral hypoperfusion,chronic cerebral hypoperfusion,disease,associated_with,Alzheimer's disease,alzheimer's disease,disease
1102,"Chronic cerebral hypoperfusion ( CCH ) is strongly correlated with progressive cognitive decline in neurological diseases , such as vascular dementia ( VaD ) and Alzheimer's disease .",CCH,cch,disease,abbreviation_for,Chronic cerebral hypoperfusion,chronic cerebral hypoperfusion,disease
1102,"Chronic cerebral hypoperfusion ( CCH ) is strongly correlated with progressive cognitive decline in neurological diseases , such as vascular dementia ( VaD ) and Alzheimer's disease .",vascular dementia,vascular dementia,disease,hyponym_of,cognitive decline,cognitive decline,disease
1102,"Chronic cerebral hypoperfusion ( CCH ) is strongly correlated with progressive cognitive decline in neurological diseases , such as vascular dementia ( VaD ) and Alzheimer's disease .",vascular dementia,vascular dementia,disease,hyponym_of,neurological diseases,neurological diseases,disease
1102,"Chronic cerebral hypoperfusion ( CCH ) is strongly correlated with progressive cognitive decline in neurological diseases , such as vascular dementia ( VaD ) and Alzheimer's disease .",VaD,vad,disease,abbreviation_for,vascular dementia,vascular dementia,disease
1102,"Chronic cerebral hypoperfusion ( CCH ) is strongly correlated with progressive cognitive decline in neurological diseases , such as vascular dementia ( VaD ) and Alzheimer's disease .",Alzheimer's disease,alzheimer's disease,disease,hyponym_of,cognitive decline,cognitive decline,disease
1102,"Chronic cerebral hypoperfusion ( CCH ) is strongly correlated with progressive cognitive decline in neurological diseases , such as vascular dementia ( VaD ) and Alzheimer's disease .",Alzheimer's disease,alzheimer's disease,disease,hyponym_of,neurological diseases,neurological diseases,disease
1105,The present study aimed to investigate whether hippocampal neurogenesis induced by exercise can improve cognitive deficit in a rat model of VaD .,exercise,exercise,method,treatment_for,cognitive deficit,cognitive deficit,disease
1108,"It was demonstrated that the number of neural progenitor cells and mature neurons in the subgranular zone of 2VO rats was increased by exercise , and cognitive impairment in 2VO rats was attenuated by treadmill exercise .",treadmill exercise,treadmill exercise,method,treatment_for,cognitive impairment,cognitive impairment,disease
1109,"In addition , mature brain-derived neurotrophic factor ( BDNF ) levels in the hippocampus were increased in the exercise groups .",BDNF,bdnf,gene,abbreviation_for,brain-derived neurotrophic factor,brain-derived neurotrophic factor,gene
1110,Thus the present study suggests that exercise delays cognitive decline by the enhancing neurogenesis and increasing BDNF expression in the context of VaD .,exercise,exercise,method,treatment_for,VaD,vad,disease
1110,Thus the present study suggests that exercise delays cognitive decline by the enhancing neurogenesis and increasing BDNF expression in the context of VaD .,exercise,exercise,method,treatment_for,cognitive decline,cognitive decline,disease
1114,"For each association , random-effects summary effect size , 95 % confidence interval ( CI ) , and 95 % prediction interval were calculated .",CI,ci,method,abbreviation_for,confidence interval,confidence interval,method
1120,"At the same time , conversely to general assumptions , it does not find strong evidence supporting the notion that shorter telomere length plays an important role in many health outcomes that have been studied thus far .",shorter telomere length,shorter telomere length,other,associated_with,health outcomes,health outcomes,other
1123,METHODS : We reviewed the research charts of 287 well-characterized participants with either amnestic Alzheimer's dementia or logopenic variant primary progressive aphasia ( lvPPA ) and identified bilingual speakers based on regular use of two or more languages and / or ability to communicate with native speakers in two or more languages .,lvPPA,lvppa,disease,abbreviation_for,logopenic variant primary progressive aphasia,logopenic variant primary progressive aphasia,disease
1129,BACKGROUND : Differential diagnosis of ventricular enlargement with normal pressure hydrocephalus ( NPH ) related symptoms is challenging .,NPH,nph,disease,abbreviation_for,normal pressure hydrocephalus,normal pressure hydrocephalus,disease
1132,"METHODS : A neurologist and a neurosurgeon clinically evaluated 468 patients with enlarged ventricles and suspected NPH using radiological methods , intraventricular pressure monitoring , and frontal cortical brain biopsy .",intraventricular pressure monitoring,intraventricular pressure monitoring,method,help_diagnose,NPH,nph,disease
1138,"The most common cause of dementia was Alzheimer's disease ( n = 94 , 36 % ) , followed by vascular dementia ( n = 68 , 26 % ) .",Alzheimer's disease,alzheimer's disease,disease,risk_factor_of,dementia,dementia,disease
1142,[ Sleep Problem as a Prodrome and Risk Factor for Dementia ] .,Sleep Problem,sleep problem,disease,risk_factor_of,Dementia,dementia,disease
1143,"Dementia , including Alzheimer's disease , is often associated with various sleep disorders such as insomnia , hypersomnia , circadian rhythm sleep disorders , sleep-disordered breathing and sleep debt due to organic damages of sleep / wake-promoting nucleus and circadian center ( suprachiasmatic nucleus ) .",Dementia,dementia,disease,associated_with,insomnia,insomnia,disease
1143,"Dementia , including Alzheimer's disease , is often associated with various sleep disorders such as insomnia , hypersomnia , circadian rhythm sleep disorders , sleep-disordered breathing and sleep debt due to organic damages of sleep / wake-promoting nucleus and circadian center ( suprachiasmatic nucleus ) .",Dementia,dementia,disease,associated_with,hypersomnia,hypersomnia,disease
1143,"Dementia , including Alzheimer's disease , is often associated with various sleep disorders such as insomnia , hypersomnia , circadian rhythm sleep disorders , sleep-disordered breathing and sleep debt due to organic damages of sleep / wake-promoting nucleus and circadian center ( suprachiasmatic nucleus ) .",Dementia,dementia,disease,associated_with,sleep disorders,sleep disorders,disease
